Child Entity CIK,Child Entity,Entity Type,Industry Group,Jurisdiction,Filing Date,Parent Entity Name,Clarification,Source File
0001784204,Blackstone (PTI Fund Holdings) (DE) L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2019-08-07,Omar Rehman,Chief Compliance Officer and Secretary of the GP of the GP.,https://www.sec.gov/Archives/edgar/data/1784204/000178365519000003/primary_doc.xml
0001464972,Blackstone / GSO Capital Solutions Fund LP,Limited Partnership,Pooled Investment Fund,DELAWARE,2010-08-03,Blackstone / GSO Capital Solutions Associates LLC,General Partner of the Issuer,https://www.sec.gov/Archives/edgar/data/1464972/000146497210000006/primary_doc.xml
0001464972,Blackstone / GSO Capital Solutions Fund LP,Limited Partnership,Pooled Investment Fund,DELAWARE,2010-08-03,GSO Capital Partners LP,Management Company,https://www.sec.gov/Archives/edgar/data/1464972/000146497210000006/primary_doc.xml
0001464972,Blackstone / GSO Capital Solutions Fund LP,Limited Partnership,Pooled Investment Fund,DELAWARE,2010-08-03,George Fan,"Manager of the General Partner, however, not a Director of the General Partner",https://www.sec.gov/Archives/edgar/data/1464972/000146497210000006/primary_doc.xml
0001464972,Blackstone / GSO Capital Solutions Fund LP,Limited Partnership,Pooled Investment Fund,DELAWARE,2010-08-03,Matthew Quigley,"Manager of the General Partner, however, not a Director of the General Partner",https://www.sec.gov/Archives/edgar/data/1464972/000146497210000006/primary_doc.xml
0001464972,Blackstone / GSO Capital Solutions Fund LP,Limited Partnership,Pooled Investment Fund,DELAWARE,2010-08-03,Bennett Goodman,"Manager of the General Partner, however, not a Director of the General Partner",https://www.sec.gov/Archives/edgar/data/1464972/000146497210000006/primary_doc.xml
0001464972,Blackstone / GSO Capital Solutions Fund LP,Limited Partnership,Pooled Investment Fund,DELAWARE,2010-08-03,Tripp Smith,"Manager of the General Partner, however, not a Director of the General Partner",https://www.sec.gov/Archives/edgar/data/1464972/000146497210000006/primary_doc.xml
0001464972,Blackstone / GSO Capital Solutions Fund LP,Limited Partnership,Pooled Investment Fund,DELAWARE,2010-08-03,Douglas Ostrover,"Manager of the General Partner, however, not a Director of the General Partner",https://www.sec.gov/Archives/edgar/data/1464972/000146497210000006/primary_doc.xml
0001464972,Blackstone / GSO Capital Solutions Fund LP,Limited Partnership,Pooled Investment Fund,DELAWARE,2010-08-03,Marisa Beeney,"Manager of the General Partner, however, not a Director of the General Partner",https://www.sec.gov/Archives/edgar/data/1464972/000146497210000006/primary_doc.xml
0001464972,Blackstone / GSO Capital Solutions Fund LP,Limited Partnership,Pooled Investment Fund,DELAWARE,2010-06-08,Blackstone / GSO Capital Solutions Associates LLC,General Partner of the Issuer,https://www.sec.gov/Archives/edgar/data/1464972/000146497210000005/primary_doc.xml
0001464972,Blackstone / GSO Capital Solutions Fund LP,Limited Partnership,Pooled Investment Fund,DELAWARE,2010-06-08,GSO Capital Partners LP,Management Company,https://www.sec.gov/Archives/edgar/data/1464972/000146497210000005/primary_doc.xml
0001464972,Blackstone / GSO Capital Solutions Fund LP,Limited Partnership,Pooled Investment Fund,DELAWARE,2010-06-08,George Fan,"Manager of the General Partner, however, not a Director of the General Partner",https://www.sec.gov/Archives/edgar/data/1464972/000146497210000005/primary_doc.xml
0001464972,Blackstone / GSO Capital Solutions Fund LP,Limited Partnership,Pooled Investment Fund,DELAWARE,2010-06-08,Matthew Quigley,"Manager of the General Partner, however, not a Director of the General Partner",https://www.sec.gov/Archives/edgar/data/1464972/000146497210000005/primary_doc.xml
0001464972,Blackstone / GSO Capital Solutions Fund LP,Limited Partnership,Pooled Investment Fund,DELAWARE,2010-06-08,Bennett Goodman,"Manager of the General Partner, however, not a Director of the General Partner",https://www.sec.gov/Archives/edgar/data/1464972/000146497210000005/primary_doc.xml
0001464972,Blackstone / GSO Capital Solutions Fund LP,Limited Partnership,Pooled Investment Fund,DELAWARE,2010-06-08,Tripp Smith,"Manager of the General Partner, however, not a Director of the General Partner",https://www.sec.gov/Archives/edgar/data/1464972/000146497210000005/primary_doc.xml
0001464972,Blackstone / GSO Capital Solutions Fund LP,Limited Partnership,Pooled Investment Fund,DELAWARE,2010-06-08,Douglas Ostrover,"Manager of the General Partner, however, not a Director of the General Partner",https://www.sec.gov/Archives/edgar/data/1464972/000146497210000005/primary_doc.xml
0001464972,Blackstone / GSO Capital Solutions Fund LP,Limited Partnership,Pooled Investment Fund,DELAWARE,2010-06-08,Marisa Beeney,"Manager of the General Partner, however, not a Director of the General Partner",https://www.sec.gov/Archives/edgar/data/1464972/000146497210000005/primary_doc.xml
0001464972,Blackstone / GSO Capital Solutions Fund LP,Limited Partnership,Pooled Investment Fund,DELAWARE,2010-04-29,Blackstone / GSO Capital Solutions Associates LLC,General Partner of the Issuer,https://www.sec.gov/Archives/edgar/data/1464972/000146497210000001/primary_doc.xml
0001464972,Blackstone / GSO Capital Solutions Fund LP,Limited Partnership,Pooled Investment Fund,DELAWARE,2010-04-29,GSO Capital Partners LP,Management Company,https://www.sec.gov/Archives/edgar/data/1464972/000146497210000001/primary_doc.xml
0001464972,Blackstone / GSO Capital Solutions Fund LP,Limited Partnership,Pooled Investment Fund,DELAWARE,2010-04-29,George Fan,"Manager of the General Partner, however, not a Director of the General Partner",https://www.sec.gov/Archives/edgar/data/1464972/000146497210000001/primary_doc.xml
0001464972,Blackstone / GSO Capital Solutions Fund LP,Limited Partnership,Pooled Investment Fund,DELAWARE,2010-04-29,Matthew Quigley,"Manager of the General Partner, however, not a Director of the General Partner",https://www.sec.gov/Archives/edgar/data/1464972/000146497210000001/primary_doc.xml
0001464972,Blackstone / GSO Capital Solutions Fund LP,Limited Partnership,Pooled Investment Fund,DELAWARE,2010-04-29,Bennett Goodman,"Manager of the General Partner, however, not a Director of the General Partner",https://www.sec.gov/Archives/edgar/data/1464972/000146497210000001/primary_doc.xml
0001464972,Blackstone / GSO Capital Solutions Fund LP,Limited Partnership,Pooled Investment Fund,DELAWARE,2010-04-29,Tripp Smith,"Manager of the General Partner, however, not a Director of the General Partner",https://www.sec.gov/Archives/edgar/data/1464972/000146497210000001/primary_doc.xml
0001464972,Blackstone / GSO Capital Solutions Fund LP,Limited Partnership,Pooled Investment Fund,DELAWARE,2010-04-29,Douglas Ostrover,"Manager of the General Partner, however, not a Director of the General Partner",https://www.sec.gov/Archives/edgar/data/1464972/000146497210000001/primary_doc.xml
0001464972,Blackstone / GSO Capital Solutions Fund LP,Limited Partnership,Pooled Investment Fund,DELAWARE,2010-04-29,Marisa Beeney,"Manager of the General Partner, however, not a Director of the General Partner",https://www.sec.gov/Archives/edgar/data/1464972/000146497210000001/primary_doc.xml
0001464972,Blackstone / GSO Capital Solutions Fund LP,Limited Partnership,Pooled Investment Fund,DELAWARE,2009-10-21,Blackstone / GSO Capital Solutions Associates LLC,General Partner of the Issuer,https://www.sec.gov/Archives/edgar/data/1464972/000146497209000002/primary_doc.xml
0001464972,Blackstone / GSO Capital Solutions Fund LP,Limited Partnership,Pooled Investment Fund,DELAWARE,2009-10-21,GSO Capital Partners LP,Management Company,https://www.sec.gov/Archives/edgar/data/1464972/000146497209000002/primary_doc.xml
0001464972,Blackstone / GSO Capital Solutions Fund LP,Limited Partnership,Pooled Investment Fund,DELAWARE,2009-10-21,George Fan,"Manager of the General Partner, however, not a Director of the General Partner",https://www.sec.gov/Archives/edgar/data/1464972/000146497209000002/primary_doc.xml
0001464972,Blackstone / GSO Capital Solutions Fund LP,Limited Partnership,Pooled Investment Fund,DELAWARE,2009-10-21,Matthew Quigley,"Manager of the General Partner, however, not a Director of the General Partner",https://www.sec.gov/Archives/edgar/data/1464972/000146497209000002/primary_doc.xml
0001464972,Blackstone / GSO Capital Solutions Fund LP,Limited Partnership,Pooled Investment Fund,DELAWARE,2009-10-21,Bennett Goodman,"Manager of the General Partner, however, not a Director of the General Partner",https://www.sec.gov/Archives/edgar/data/1464972/000146497209000002/primary_doc.xml
0001464972,Blackstone / GSO Capital Solutions Fund LP,Limited Partnership,Pooled Investment Fund,DELAWARE,2009-10-21,Tripp Smith,"Manager of the General Partner, however, not a Director of the General Partner",https://www.sec.gov/Archives/edgar/data/1464972/000146497209000002/primary_doc.xml
0001464972,Blackstone / GSO Capital Solutions Fund LP,Limited Partnership,Pooled Investment Fund,DELAWARE,2009-10-21,Douglas Ostrover,"Manager of the General Partner, however, not a Director of the General Partner",https://www.sec.gov/Archives/edgar/data/1464972/000146497209000002/primary_doc.xml
0001464972,Blackstone / GSO Capital Solutions Fund LP,Limited Partnership,Pooled Investment Fund,DELAWARE,2009-06-04,Blackstone / GSO Capital Solutions Associates LLC,General Partner of the Issuer,https://www.sec.gov/Archives/edgar/data/1464972/000146497209000001/primary_doc.xml
0001464972,Blackstone / GSO Capital Solutions Fund LP,Limited Partnership,Pooled Investment Fund,DELAWARE,2009-06-04,GSO Capital Partners LP,Management Company,https://www.sec.gov/Archives/edgar/data/1464972/000146497209000001/primary_doc.xml
0001464972,Blackstone / GSO Capital Solutions Fund LP,Limited Partnership,Pooled Investment Fund,DELAWARE,2009-06-04,George Fan,"Manager of the General Partner, however, not a Director of the General Partner",https://www.sec.gov/Archives/edgar/data/1464972/000146497209000001/primary_doc.xml
0001464972,Blackstone / GSO Capital Solutions Fund LP,Limited Partnership,Pooled Investment Fund,DELAWARE,2009-06-04,Matthew Quigley,"Manager of the General Partner, however, not a Director of the General Partner",https://www.sec.gov/Archives/edgar/data/1464972/000146497209000001/primary_doc.xml
0001464972,Blackstone / GSO Capital Solutions Fund LP,Limited Partnership,Pooled Investment Fund,DELAWARE,2009-06-04,Bennett Goodman,"Manager of the General Partner, however, not a Director of the General Partner",https://www.sec.gov/Archives/edgar/data/1464972/000146497209000001/primary_doc.xml
0001464972,Blackstone / GSO Capital Solutions Fund LP,Limited Partnership,Pooled Investment Fund,DELAWARE,2009-06-04,Tripp Smith,"Manager of the General Partner, however, not a Director of the General Partner",https://www.sec.gov/Archives/edgar/data/1464972/000146497209000001/primary_doc.xml
0001464972,Blackstone / GSO Capital Solutions Fund LP,Limited Partnership,Pooled Investment Fund,DELAWARE,2009-06-04,Douglas Ostrover,"Manager of the General Partner, however, not a Director of the General Partner",https://www.sec.gov/Archives/edgar/data/1464972/000146497209000001/primary_doc.xml
0001481357,Blackstone / GSO Capital Solutions Overseas Fund L.P.,Limited Partnership,Pooled Investment Fund,CAYMAN ISLANDS,2010-08-03,Blackstone / GSO Capital Solutions Overseas Associates LLC,General Partner of the Issuer,https://www.sec.gov/Archives/edgar/data/1481357/000148135710000008/primary_doc.xml
0001481357,Blackstone / GSO Capital Solutions Overseas Fund L.P.,Limited Partnership,Pooled Investment Fund,CAYMAN ISLANDS,2010-08-03,GSO Capital Partner LP,Management Company,https://www.sec.gov/Archives/edgar/data/1481357/000148135710000008/primary_doc.xml
0001481357,Blackstone / GSO Capital Solutions Overseas Fund L.P.,Limited Partnership,Pooled Investment Fund,CAYMAN ISLANDS,2010-08-03,George Fan,"Manager of the General Partner, however, not a Director of the General Partner",https://www.sec.gov/Archives/edgar/data/1481357/000148135710000008/primary_doc.xml
0001481357,Blackstone / GSO Capital Solutions Overseas Fund L.P.,Limited Partnership,Pooled Investment Fund,CAYMAN ISLANDS,2010-08-03,Matthew Quigley,"Manager of the General Partner, however, not a Director of the General Partner",https://www.sec.gov/Archives/edgar/data/1481357/000148135710000008/primary_doc.xml
0001481357,Blackstone / GSO Capital Solutions Overseas Fund L.P.,Limited Partnership,Pooled Investment Fund,CAYMAN ISLANDS,2010-08-03,Bennett Goodman,"Manager of the General Partner, however, not a Director of the General Partner",https://www.sec.gov/Archives/edgar/data/1481357/000148135710000008/primary_doc.xml
0001481357,Blackstone / GSO Capital Solutions Overseas Fund L.P.,Limited Partnership,Pooled Investment Fund,CAYMAN ISLANDS,2010-08-03,Tripp Smith,"Manager of the General Partner, however, not a Director of the General Partner",https://www.sec.gov/Archives/edgar/data/1481357/000148135710000008/primary_doc.xml
0001481357,Blackstone / GSO Capital Solutions Overseas Fund L.P.,Limited Partnership,Pooled Investment Fund,CAYMAN ISLANDS,2010-08-03,Douglas Ostrover,"Manager of the General Partner, however, not a Director of the General Partner",https://www.sec.gov/Archives/edgar/data/1481357/000148135710000008/primary_doc.xml
0001481357,Blackstone / GSO Capital Solutions Overseas Fund L.P.,Limited Partnership,Pooled Investment Fund,CAYMAN ISLANDS,2010-08-03,Marisa Beeney,"Manager of the General Partner, however, not a Director of the General Partner",https://www.sec.gov/Archives/edgar/data/1481357/000148135710000008/primary_doc.xml
0001481357,Blackstone / GSO Capital Solutions Overseas Fund L.P.,Limited Partnership,Pooled Investment Fund,CAYMAN ISLANDS,2010-06-08,Blackstone / GSO Capital Solutions Overseas Associates LLC,General Partner of the Issuer,https://www.sec.gov/Archives/edgar/data/1481357/000148135710000006/primary_doc.xml
0001481357,Blackstone / GSO Capital Solutions Overseas Fund L.P.,Limited Partnership,Pooled Investment Fund,CAYMAN ISLANDS,2010-06-08,GSO Capital Partner LP,Management Company,https://www.sec.gov/Archives/edgar/data/1481357/000148135710000006/primary_doc.xml
0001481357,Blackstone / GSO Capital Solutions Overseas Fund L.P.,Limited Partnership,Pooled Investment Fund,CAYMAN ISLANDS,2010-06-08,George Fan,"Manager of the General Partner, however, not a Director of the General Partner",https://www.sec.gov/Archives/edgar/data/1481357/000148135710000006/primary_doc.xml
0001481357,Blackstone / GSO Capital Solutions Overseas Fund L.P.,Limited Partnership,Pooled Investment Fund,CAYMAN ISLANDS,2010-06-08,Matthew Quigley,"Manager of the General Partner, however, not a Director of the General Partner",https://www.sec.gov/Archives/edgar/data/1481357/000148135710000006/primary_doc.xml
0001481357,Blackstone / GSO Capital Solutions Overseas Fund L.P.,Limited Partnership,Pooled Investment Fund,CAYMAN ISLANDS,2010-06-08,Bennett Goodman,"Manager of the General Partner, however, not a Director of the General Partner",https://www.sec.gov/Archives/edgar/data/1481357/000148135710000006/primary_doc.xml
0001481357,Blackstone / GSO Capital Solutions Overseas Fund L.P.,Limited Partnership,Pooled Investment Fund,CAYMAN ISLANDS,2010-06-08,Tripp Smith,"Manager of the General Partner, however, not a Director of the General Partner",https://www.sec.gov/Archives/edgar/data/1481357/000148135710000006/primary_doc.xml
0001481357,Blackstone / GSO Capital Solutions Overseas Fund L.P.,Limited Partnership,Pooled Investment Fund,CAYMAN ISLANDS,2010-06-08,Douglas Ostrover,"Manager of the General Partner, however, not a Director of the General Partner",https://www.sec.gov/Archives/edgar/data/1481357/000148135710000006/primary_doc.xml
0001481357,Blackstone / GSO Capital Solutions Overseas Fund L.P.,Limited Partnership,Pooled Investment Fund,CAYMAN ISLANDS,2010-06-08,Marisa Beeney,"Manager of the General Partner, however, not a Director of the General Partner",https://www.sec.gov/Archives/edgar/data/1481357/000148135710000006/primary_doc.xml
0001481357,Blackstone / GSO Capital Solutions Overseas Fund L.P.,Limited Partnership,Pooled Investment Fund,CAYMAN ISLANDS,2010-04-29,Blackstone / GSO Capital Solutions Overseas Associates LLC,General Partner of the Issuer,https://www.sec.gov/Archives/edgar/data/1481357/000148135710000002/primary_doc.xml
0001481357,Blackstone / GSO Capital Solutions Overseas Fund L.P.,Limited Partnership,Pooled Investment Fund,CAYMAN ISLANDS,2010-04-29,GSO Capital Partner LP,Management Company,https://www.sec.gov/Archives/edgar/data/1481357/000148135710000002/primary_doc.xml
0001481357,Blackstone / GSO Capital Solutions Overseas Fund L.P.,Limited Partnership,Pooled Investment Fund,CAYMAN ISLANDS,2010-04-29,George Fan,"Manager of the General Partner, however, not a Director of the General Partner",https://www.sec.gov/Archives/edgar/data/1481357/000148135710000002/primary_doc.xml
0001481357,Blackstone / GSO Capital Solutions Overseas Fund L.P.,Limited Partnership,Pooled Investment Fund,CAYMAN ISLANDS,2010-04-29,Matthew Quigley,"Manager of the General Partner, however, not a Director of the General Partner",https://www.sec.gov/Archives/edgar/data/1481357/000148135710000002/primary_doc.xml
0001481357,Blackstone / GSO Capital Solutions Overseas Fund L.P.,Limited Partnership,Pooled Investment Fund,CAYMAN ISLANDS,2010-04-29,Bennett Goodman,"Manager of the General Partner, however, not a Director of the General Partner",https://www.sec.gov/Archives/edgar/data/1481357/000148135710000002/primary_doc.xml
0001481357,Blackstone / GSO Capital Solutions Overseas Fund L.P.,Limited Partnership,Pooled Investment Fund,CAYMAN ISLANDS,2010-04-29,Tripp Smith,"Manager of the General Partner, however, not a Director of the General Partner",https://www.sec.gov/Archives/edgar/data/1481357/000148135710000002/primary_doc.xml
0001481357,Blackstone / GSO Capital Solutions Overseas Fund L.P.,Limited Partnership,Pooled Investment Fund,CAYMAN ISLANDS,2010-04-29,Douglas Ostrover,"Manager of the General Partner, however, not a Director of the General Partner",https://www.sec.gov/Archives/edgar/data/1481357/000148135710000002/primary_doc.xml
0001481357,Blackstone / GSO Capital Solutions Overseas Fund L.P.,Limited Partnership,Pooled Investment Fund,CAYMAN ISLANDS,2010-04-29,Marisa Beeney,"Manager of the General Partner, however, not a Director of the General Partner",https://www.sec.gov/Archives/edgar/data/1481357/000148135710000002/primary_doc.xml
0001481357,Blackstone / GSO Capital Solutions Overseas Fund L.P.,Limited Partnership,Pooled Investment Fund,CAYMAN ISLANDS,2010-01-25,Blackstone / GSO Capital Solutions Overseas Associates LLC,General Partner of the Issuer,https://www.sec.gov/Archives/edgar/data/1481357/000148135710000001/primary_doc.xml
0001481357,Blackstone / GSO Capital Solutions Overseas Fund L.P.,Limited Partnership,Pooled Investment Fund,CAYMAN ISLANDS,2010-01-25,GSO Capital Partner LP,Management Company,https://www.sec.gov/Archives/edgar/data/1481357/000148135710000001/primary_doc.xml
0001481357,Blackstone / GSO Capital Solutions Overseas Fund L.P.,Limited Partnership,Pooled Investment Fund,CAYMAN ISLANDS,2010-01-25,George Fan,"Manager of the General Partner, however, not a Director of the General Partner",https://www.sec.gov/Archives/edgar/data/1481357/000148135710000001/primary_doc.xml
0001481357,Blackstone / GSO Capital Solutions Overseas Fund L.P.,Limited Partnership,Pooled Investment Fund,CAYMAN ISLANDS,2010-01-25,Matthew Quigley,"Manager of the General Partner, however, not a Director of the General Partner",https://www.sec.gov/Archives/edgar/data/1481357/000148135710000001/primary_doc.xml
0001481357,Blackstone / GSO Capital Solutions Overseas Fund L.P.,Limited Partnership,Pooled Investment Fund,CAYMAN ISLANDS,2010-01-25,Bennett Goodman,"Manager of the General Partner, however, not a Director of the General Partner",https://www.sec.gov/Archives/edgar/data/1481357/000148135710000001/primary_doc.xml
0001481357,Blackstone / GSO Capital Solutions Overseas Fund L.P.,Limited Partnership,Pooled Investment Fund,CAYMAN ISLANDS,2010-01-25,Tripp Smith,"Manager of the General Partner, however, not a Director of the General Partner",https://www.sec.gov/Archives/edgar/data/1481357/000148135710000001/primary_doc.xml
0001481357,Blackstone / GSO Capital Solutions Overseas Fund L.P.,Limited Partnership,Pooled Investment Fund,CAYMAN ISLANDS,2010-01-25,Douglas Ostrover,"Manager of the General Partner, however, not a Director of the General Partner",https://www.sec.gov/Archives/edgar/data/1481357/000148135710000001/primary_doc.xml
0001683478,Blackstone / GSO Credit Strategies IDF LP,Limited Partnership,Pooled Investment Fund,DELAWARE,2016-08-31,- Blackstone / GSO Credit Strategies IDF Associates LLC,General Partner,https://www.sec.gov/Archives/edgar/data/1683478/000090266416008044/primary_doc.xml
0001683478,Blackstone / GSO Credit Strategies IDF LP,Limited Partnership,Pooled Investment Fund,DELAWARE,2016-08-31,Marisa Beeney,General Counsel,https://www.sec.gov/Archives/edgar/data/1683478/000090266416008044/primary_doc.xml
0001683478,Blackstone / GSO Credit Strategies IDF LP,Limited Partnership,Pooled Investment Fund,DELAWARE,2016-08-31,Stephen Schwarzman,,https://www.sec.gov/Archives/edgar/data/1683478/000090266416008044/primary_doc.xml
0001683478,Blackstone / GSO Credit Strategies IDF LP,Limited Partnership,Pooled Investment Fund,DELAWARE,2016-08-31,Hamilton James,,https://www.sec.gov/Archives/edgar/data/1683478/000090266416008044/primary_doc.xml
0001683478,Blackstone / GSO Credit Strategies IDF LP,Limited Partnership,Pooled Investment Fund,DELAWARE,2016-08-31,J. Hill,,https://www.sec.gov/Archives/edgar/data/1683478/000090266416008044/primary_doc.xml
0001683478,Blackstone / GSO Credit Strategies IDF LP,Limited Partnership,Pooled Investment Fund,DELAWARE,2016-08-31,John Finley,,https://www.sec.gov/Archives/edgar/data/1683478/000090266416008044/primary_doc.xml
0001683478,Blackstone / GSO Credit Strategies IDF LP,Limited Partnership,Pooled Investment Fund,DELAWARE,2016-08-31,Michael Chae,,https://www.sec.gov/Archives/edgar/data/1683478/000090266416008044/primary_doc.xml
0001683478,Blackstone / GSO Credit Strategies IDF LP,Limited Partnership,Pooled Investment Fund,DELAWARE,2016-08-31,Bennett Goodman,,https://www.sec.gov/Archives/edgar/data/1683478/000090266416008044/primary_doc.xml
0001683478,Blackstone / GSO Credit Strategies IDF LP,Limited Partnership,Pooled Investment Fund,DELAWARE,2016-08-31,Doris Lee-Silvestri,,https://www.sec.gov/Archives/edgar/data/1683478/000090266416008044/primary_doc.xml
0001683478,Blackstone / GSO Credit Strategies IDF LP,Limited Partnership,Pooled Investment Fund,DELAWARE,2016-08-31,Tripp Smith,,https://www.sec.gov/Archives/edgar/data/1683478/000090266416008044/primary_doc.xml
0001683478,Blackstone / GSO Credit Strategies IDF LP,Limited Partnership,Pooled Investment Fund,DELAWARE,2016-08-31,George Fan,,https://www.sec.gov/Archives/edgar/data/1683478/000090266416008044/primary_doc.xml
0001683478,Blackstone / GSO Credit Strategies IDF LP,Limited Partnership,Pooled Investment Fund,DELAWARE,2016-08-31,- GSO / Blackstone Debt Funds Management LLC,Investment Manager,https://www.sec.gov/Archives/edgar/data/1683478/000090266416008044/primary_doc.xml
0001548810,Blackstone European Senior Loan Fund,Other,Pooled Investment Fund,IRELAND,2025-01-10,- Blackstone Ireland Fund Management Limited,Manager of the Issuer,https://www.sec.gov/Archives/edgar/data/1548810/000095014225000062/primary_doc.xml
0001548810,Blackstone European Senior Loan Fund,Other,Pooled Investment Fund,IRELAND,2025-01-10,Desmond Quigley,Director of the Manager of the Issuer,https://www.sec.gov/Archives/edgar/data/1548810/000095014225000062/primary_doc.xml
0001548810,Blackstone European Senior Loan Fund,Other,Pooled Investment Fund,IRELAND,2025-01-10,Alex Leonard,Director of the Manager of the Issuer,https://www.sec.gov/Archives/edgar/data/1548810/000095014225000062/primary_doc.xml
0001548810,Blackstone European Senior Loan Fund,Other,Pooled Investment Fund,IRELAND,2025-01-10,Kimberly Percy,Director of the Manager of the Issuer,https://www.sec.gov/Archives/edgar/data/1548810/000095014225000062/primary_doc.xml
0001548810,Blackstone European Senior Loan Fund,Other,Pooled Investment Fund,IRELAND,2025-01-10,Samantha McConnell,Director of the Manager of the Issuer,https://www.sec.gov/Archives/edgar/data/1548810/000095014225000062/primary_doc.xml
0001548810,Blackstone European Senior Loan Fund,Other,Pooled Investment Fund,IRELAND,2025-01-10,Heidi Kniesel,Director of the Manager of the Issuer,https://www.sec.gov/Archives/edgar/data/1548810/000095014225000062/primary_doc.xml
0001548810,Blackstone European Senior Loan Fund,Other,Pooled Investment Fund,IRELAND,2024-01-09,- Blackstone Ireland Fund Management Limited,Manager of the Issuer,https://www.sec.gov/Archives/edgar/data/1548810/000095014224000060/primary_doc.xml
0001548810,Blackstone European Senior Loan Fund,Other,Pooled Investment Fund,IRELAND,2024-01-09,Desmond Quigley,Director of the Manager of the Issuer,https://www.sec.gov/Archives/edgar/data/1548810/000095014224000060/primary_doc.xml
0001548810,Blackstone European Senior Loan Fund,Other,Pooled Investment Fund,IRELAND,2024-01-09,Thomas Iannarone,Director of the Manager of the Issuer,https://www.sec.gov/Archives/edgar/data/1548810/000095014224000060/primary_doc.xml
0001548810,Blackstone European Senior Loan Fund,Other,Pooled Investment Fund,IRELAND,2024-01-09,Alex Leonard,Director of the Manager of the Issuer,https://www.sec.gov/Archives/edgar/data/1548810/000095014224000060/primary_doc.xml
0001548810,Blackstone European Senior Loan Fund,Other,Pooled Investment Fund,IRELAND,2024-01-09,Kimberly Percy,Director of the Manager of the Issuer,https://www.sec.gov/Archives/edgar/data/1548810/000095014224000060/primary_doc.xml
0001548810,Blackstone European Senior Loan Fund,Other,Pooled Investment Fund,IRELAND,2024-01-09,Samantha McConnell,Director of the Manager of the Issuer,https://www.sec.gov/Archives/edgar/data/1548810/000095014224000060/primary_doc.xml
0001548810,Blackstone European Senior Loan Fund,Other,Pooled Investment Fund,IRELAND,2023-01-09,- Blackstone Ireland Fund Management Limited,Manager of the Issuer,https://www.sec.gov/Archives/edgar/data/1548810/000095014223000077/primary_doc.xml
0001548810,Blackstone European Senior Loan Fund,Other,Pooled Investment Fund,IRELAND,2023-01-09,Desmond Quigley,Director of the Manager of the Issuer,https://www.sec.gov/Archives/edgar/data/1548810/000095014223000077/primary_doc.xml
0001548810,Blackstone European Senior Loan Fund,Other,Pooled Investment Fund,IRELAND,2023-01-09,Thomas Iannarone,Director of the Manager of the Issuer,https://www.sec.gov/Archives/edgar/data/1548810/000095014223000077/primary_doc.xml
0001548810,Blackstone European Senior Loan Fund,Other,Pooled Investment Fund,IRELAND,2023-01-09,Alex Leonard,Director of the Manager of the Issuer,https://www.sec.gov/Archives/edgar/data/1548810/000095014223000077/primary_doc.xml
0001548810,Blackstone European Senior Loan Fund,Other,Pooled Investment Fund,IRELAND,2023-01-09,Kimberly Percy,Director of the Manager of the Issuer,https://www.sec.gov/Archives/edgar/data/1548810/000095014223000077/primary_doc.xml
0001548810,Blackstone European Senior Loan Fund,Other,Pooled Investment Fund,IRELAND,2023-01-09,Samantha McConnell,Director of the Manager of the Issuer,https://www.sec.gov/Archives/edgar/data/1548810/000095014223000077/primary_doc.xml
0001548810,Blackstone European Senior Loan Fund,Other,Pooled Investment Fund,IRELAND,2022-01-14,- Blackstone Ireland Fund Management Limited,Manager of the Issuer,https://www.sec.gov/Archives/edgar/data/1548810/000095014222000351/primary_doc.xml
0001548810,Blackstone European Senior Loan Fund,Other,Pooled Investment Fund,IRELAND,2022-01-14,Desmond Quigley,Director of the Manager of the Issuer,https://www.sec.gov/Archives/edgar/data/1548810/000095014222000351/primary_doc.xml
0001548810,Blackstone European Senior Loan Fund,Other,Pooled Investment Fund,IRELAND,2022-01-14,Thomas Iannarone,Director of the Manager of the Issuer,https://www.sec.gov/Archives/edgar/data/1548810/000095014222000351/primary_doc.xml
0001548810,Blackstone European Senior Loan Fund,Other,Pooled Investment Fund,IRELAND,2022-01-14,Alex Leonard,Director of the Manager of the Issuer,https://www.sec.gov/Archives/edgar/data/1548810/000095014222000351/primary_doc.xml
0001548810,Blackstone European Senior Loan Fund,Other,Pooled Investment Fund,IRELAND,2022-01-14,Kimberly Percy,Director of the Manager of the Issuer,https://www.sec.gov/Archives/edgar/data/1548810/000095014222000351/primary_doc.xml
0001548810,Blackstone European Senior Loan Fund,Other,Pooled Investment Fund,IRELAND,2022-01-14,Samantha McConnell,Director of the Manager of the Issuer,https://www.sec.gov/Archives/edgar/data/1548810/000095014222000351/primary_doc.xml
0001548810,Blackstone European Senior Loan Fund,Other,Pooled Investment Fund,IRELAND,2021-01-15,- Blackstone Ireland Fund Management,Manager of the Issuer,https://www.sec.gov/Archives/edgar/data/1548810/000095014221000153/primary_doc.xml
0001548810,Blackstone European Senior Loan Fund,Other,Pooled Investment Fund,IRELAND,2021-01-15,Desmond Quigley,Director of the Manager of the Issuer,https://www.sec.gov/Archives/edgar/data/1548810/000095014221000153/primary_doc.xml
0001548810,Blackstone European Senior Loan Fund,Other,Pooled Investment Fund,IRELAND,2021-01-15,Thomas Iannarone,Director of the Manager of the Issuer,https://www.sec.gov/Archives/edgar/data/1548810/000095014221000153/primary_doc.xml
