Child Entity CIK,Child Entity,Entity Type,Industry Group,Jurisdiction,Filing Date,Parent Entity Name,Clarification,Source File
0001644914,Blackstone Property Partners International - A L.P.,Limited Partnership,Pooled Investment Fund,CAYMAN ISLANDS,2015-07-09,Wesley LePatner,Of the General Partner of the GP of the Issuers.,https://www.sec.gov/Archives/edgar/data/1644913/000164491415000001/primary_doc.xml
0001644914,Blackstone Property Partners International - A L.P.,Limited Partnership,Pooled Investment Fund,CAYMAN ISLANDS,2015-07-09,Paul Quinlan,Of the General Partner of the GP of the Issuers.,https://www.sec.gov/Archives/edgar/data/1644913/000164491415000001/primary_doc.xml
0001644914,Blackstone Property Partners International - A L.P.,Limited Partnership,Pooled Investment Fund,CAYMAN ISLANDS,2015-07-09,Judy Turchin,Of the General Partner of the GP of the Issuers.,https://www.sec.gov/Archives/edgar/data/1644913/000164491415000001/primary_doc.xml
0001690770,Blackstone Property Partners Kips Co-Investment L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2016-11-23,Blackstone Property Associates L.P.,"The General Partner of the Issuer (the ""GP"").",https://www.sec.gov/Archives/edgar/data/1690770/000169077016000001/primary_doc.xml
0001690770,Blackstone Property Partners Kips Co-Investment L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2016-11-23,Blackstone Property Associates L.L.C,The General Partner of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1690770/000169077016000001/primary_doc.xml
0001690770,Blackstone Property Partners Kips Co-Investment L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2016-11-23,A.J. Agarwal,Executive Officer of the General Partner of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1690770/000169077016000001/primary_doc.xml
0001690770,Blackstone Property Partners Kips Co-Investment L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2016-11-23,Kenneth Caplan,Executive Officer of the General Partner of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1690770/000169077016000001/primary_doc.xml
0001690770,Blackstone Property Partners Kips Co-Investment L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2016-11-23,Frank Cohen,Executive Officer of the General Partner of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1690770/000169077016000001/primary_doc.xml
0001690770,Blackstone Property Partners Kips Co-Investment L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2016-11-23,Giovanni Cutaia,Executive Officer of the General Partner of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1690770/000169077016000001/primary_doc.xml
0001690770,Blackstone Property Partners Kips Co-Investment L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2016-11-23,Jonathan Gray,Executive Officer of the General Partner of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1690770/000169077016000001/primary_doc.xml
0001690770,Blackstone Property Partners Kips Co-Investment L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2016-11-23,Kathleen McCarthy,Executive Officer of the General Partner of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1690770/000169077016000001/primary_doc.xml
0001690770,Blackstone Property Partners Kips Co-Investment L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2016-11-23,William Stein,Executive Officer of the General Partner of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1690770/000169077016000001/primary_doc.xml
0001690770,Blackstone Property Partners Kips Co-Investment L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2016-11-23,Anthony Beovich,Executive Officer of the General Partner of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1690770/000169077016000001/primary_doc.xml
0001690770,Blackstone Property Partners Kips Co-Investment L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2016-11-23,Wesley LePatner,Executive Officer of the General Partner of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1690770/000169077016000001/primary_doc.xml
0001690770,Blackstone Property Partners Kips Co-Investment L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2016-11-23,Paul Quinlan,Executive Officer of the General Partner of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1690770/000169077016000001/primary_doc.xml
0001690770,Blackstone Property Partners Kips Co-Investment L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2016-11-23,Judy Turchin,Executive Officer of the General Partner of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1690770/000169077016000001/primary_doc.xml
0001623650,Blackstone Property Partners L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2024-09-27,Blackstone Property Associates L.P.,"The General Partner of the Issuer (the ""GP"").",https://www.sec.gov/Archives/edgar/data/1623650/000162365024000001/primary_doc.xml
0001623650,Blackstone Property Partners L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2024-09-27,Blackstone Property Associates L.L.C.,The General Partner of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1623650/000162365024000001/primary_doc.xml
0001623650,Blackstone Property Partners L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2024-09-27,A.J. Agarwal,Of the General Partner of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1623650/000162365024000001/primary_doc.xml
0001623650,Blackstone Property Partners L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2024-09-27,Kenneth Caplan,Of the General Partner of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1623650/000162365024000001/primary_doc.xml
0001623650,Blackstone Property Partners L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2024-09-27,Frank Cohen,Of the General Partner of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1623650/000162365024000001/primary_doc.xml
0001623650,Blackstone Property Partners L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2024-09-27,Giovanni Cutaia,Of the General Partner of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1623650/000162365024000001/primary_doc.xml
0001623650,Blackstone Property Partners L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2024-09-27,Kathleen McCarthy,Of the General Partner of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1623650/000162365024000001/primary_doc.xml
0001623650,Blackstone Property Partners L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2024-09-27,William Stein,Of the General Partner of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1623650/000162365024000001/primary_doc.xml
0001623650,Blackstone Property Partners L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2024-09-27,Anthony Beovich,Of the General Partner of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1623650/000162365024000001/primary_doc.xml
0001623650,Blackstone Property Partners L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2024-09-27,Wesley LePatner,Of the General Partner of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1623650/000162365024000001/primary_doc.xml
0001623650,Blackstone Property Partners L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2024-09-27,Paul Quinlan,Of the General Partner of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1623650/000162365024000001/primary_doc.xml
0001623650,Blackstone Property Partners L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2024-09-27,Madeleine Russo,Of the General Partner of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1623650/000162365024000001/primary_doc.xml
0001623650,Blackstone Property Partners L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2024-09-27,Robert Harper,Of the General Partner of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1623650/000162365024000001/primary_doc.xml
0001623650,Blackstone Property Partners L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2024-09-27,Nadeem Meghji,Of the General Partner of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1623650/000162365024000001/primary_doc.xml
0001623650,Blackstone Property Partners L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2024-09-27,Brett Newman,Of the General Partner of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1623650/000162365024000001/primary_doc.xml
0001623650,Blackstone Property Partners L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2024-09-27,Michael Lascher,Of the General Partner of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1623650/000162365024000001/primary_doc.xml
0001623650,Blackstone Property Partners L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2024-09-27,Nentcho Nentchev,Of the General Partner of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1623650/000162365024000001/primary_doc.xml
0001623650,Blackstone Property Partners L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2024-09-27,Chris Striano,Of the General Partner of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1623650/000162365024000001/primary_doc.xml
0001623650,Blackstone Property Partners L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2024-09-27,Frank Barbara,Of the General Partner of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1623650/000162365024000001/primary_doc.xml
0001623650,Blackstone Property Partners L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2024-09-27,Brian Kim,Of the General Partner of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1623650/000162365024000001/primary_doc.xml
0001623650,Blackstone Property Partners L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2024-09-27,Michael Anthony,Of the General Partner of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1623650/000162365024000001/primary_doc.xml
0001623650,Blackstone Property Partners L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2024-09-27,Jeffrey Nirenberg,Of the General Partner of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1623650/000162365024000001/primary_doc.xml
0001623650,Blackstone Property Partners L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2024-09-27,Sara Davis,Of the General Partner of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1623650/000162365024000001/primary_doc.xml
0001623650,Blackstone Property Partners L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2024-09-27,Julie Flynn,Of the General Partner of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1623650/000162365024000001/primary_doc.xml
0001623650,Blackstone Property Partners L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2024-09-27,Michael Nagelberg,Of the General Partner of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1623650/000162365024000001/primary_doc.xml
0001623650,Blackstone Property Partners L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2024-09-27,Joseph Rocco,Of the General Partner of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1623650/000162365024000001/primary_doc.xml
0001623650,Blackstone Property Partners L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2023-09-29,Blackstone Property Associates L.P.,"The General Partner of the Issuer (the ""GP"").",https://www.sec.gov/Archives/edgar/data/1623650/000162365023000001/primary_doc.xml
0001623650,Blackstone Property Partners L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2023-09-29,Blackstone Property Associates L.L.C.,The General Partner of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1623650/000162365023000001/primary_doc.xml
0001623650,Blackstone Property Partners L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2023-09-29,A.J. Agarwal,Of the General Partner of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1623650/000162365023000001/primary_doc.xml
0001623650,Blackstone Property Partners L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2023-09-29,Kenneth Caplan,Of the General Partner of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1623650/000162365023000001/primary_doc.xml
0001623650,Blackstone Property Partners L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2023-09-29,Frank Cohen,Of the General Partner of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1623650/000162365023000001/primary_doc.xml
0001623650,Blackstone Property Partners L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2023-09-29,Giovanni Cutaia,Of the General Partner of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1623650/000162365023000001/primary_doc.xml
0001623650,Blackstone Property Partners L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2023-09-29,Kathleen McCarthy,Of the General Partner of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1623650/000162365023000001/primary_doc.xml
0001623650,Blackstone Property Partners L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2023-09-29,William Stein,Of the General Partner of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1623650/000162365023000001/primary_doc.xml
0001623650,Blackstone Property Partners L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2023-09-29,Anthony Beovich,Of the General Partner of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1623650/000162365023000001/primary_doc.xml
0001623650,Blackstone Property Partners L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2023-09-29,Wesley LePatner,Of the General Partner of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1623650/000162365023000001/primary_doc.xml
0001623650,Blackstone Property Partners L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2023-09-29,Paul Quinlan,Of the General Partner of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1623650/000162365023000001/primary_doc.xml
0001623650,Blackstone Property Partners L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2023-09-29,Madeleine Russo,Of the General Partner of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1623650/000162365023000001/primary_doc.xml
0001623650,Blackstone Property Partners L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2023-09-29,Robert Harper,Of the General Partner of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1623650/000162365023000001/primary_doc.xml
0001623650,Blackstone Property Partners L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2023-09-29,Nadeem Meghji,Of the General Partner of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1623650/000162365023000001/primary_doc.xml
0001623650,Blackstone Property Partners L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2023-09-29,Brett Newman,Of the General Partner of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1623650/000162365023000001/primary_doc.xml
0001623650,Blackstone Property Partners L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2023-09-29,Michael Lascher,Of the General Partner of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1623650/000162365023000001/primary_doc.xml
0001623650,Blackstone Property Partners L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2023-09-29,Nentcho Nentchev,Of the General Partner of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1623650/000162365023000001/primary_doc.xml
0001623650,Blackstone Property Partners L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2023-09-29,Chris Striano,Of the General Partner of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1623650/000162365023000001/primary_doc.xml
0001623650,Blackstone Property Partners L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2023-09-29,Frank Barbara,Of the General Partner of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1623650/000162365023000001/primary_doc.xml
0001623650,Blackstone Property Partners L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2023-09-29,Leon Volchyok,Of the General Partner of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1623650/000162365023000001/primary_doc.xml
0001623650,Blackstone Property Partners L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2023-09-29,Brian Kim,Of the General Partner of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1623650/000162365023000001/primary_doc.xml
0001623650,Blackstone Property Partners L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2023-09-29,Michael Anthony,Of the General Partner of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1623650/000162365023000001/primary_doc.xml
0001623650,Blackstone Property Partners L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2023-09-29,Jeffrey Nirenberg,Of the General Partner of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1623650/000162365023000001/primary_doc.xml
0001623650,Blackstone Property Partners L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2022-09-06,Blackstone Property Associates L.P.,"The General Partner of the Issuer (the ""GP"").",https://www.sec.gov/Archives/edgar/data/1623650/000162365022000002/primary_doc.xml
0001623650,Blackstone Property Partners L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2022-09-06,Blackstone Property Associates L.L.C.,The General Partner of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1623650/000162365022000002/primary_doc.xml
0001623650,Blackstone Property Partners L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2022-09-06,A.J. Agarwal,Of the General Partner of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1623650/000162365022000002/primary_doc.xml
0001623650,Blackstone Property Partners L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2022-09-06,Kenneth Caplan,Of the General Partner of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1623650/000162365022000002/primary_doc.xml
0001623650,Blackstone Property Partners L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2022-09-06,Frank Cohen,Of the General Partner of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1623650/000162365022000002/primary_doc.xml
0001623650,Blackstone Property Partners L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2022-09-06,Giovanni Cutaia,Of the General Partner of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1623650/000162365022000002/primary_doc.xml
0001623650,Blackstone Property Partners L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2022-09-06,Kathleen McCarthy,Of the General Partner of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1623650/000162365022000002/primary_doc.xml
0001623650,Blackstone Property Partners L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2022-09-06,William Stein,Of the General Partner of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1623650/000162365022000002/primary_doc.xml
0001623650,Blackstone Property Partners L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2022-09-06,Anthony Beovich,Of the General Partner of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1623650/000162365022000002/primary_doc.xml
0001623650,Blackstone Property Partners L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2022-09-06,Wesley LePatner,Of the General Partner of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1623650/000162365022000002/primary_doc.xml
0001623650,Blackstone Property Partners L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2022-09-06,Paul Quinlan,Of the General Partner of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1623650/000162365022000002/primary_doc.xml
0001623650,Blackstone Property Partners L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2022-09-06,Madeleine Russo,Of the General Partner of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1623650/000162365022000002/primary_doc.xml
0001623650,Blackstone Property Partners L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2022-09-06,Robert Harper,Of the General Partner of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1623650/000162365022000002/primary_doc.xml
0001623650,Blackstone Property Partners L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2022-09-06,Tyler Henritze,Of the General Partner of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1623650/000162365022000002/primary_doc.xml
0001623650,Blackstone Property Partners L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2022-09-06,Nadeem Meghji,Of the General Partner of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1623650/000162365022000002/primary_doc.xml
0001623650,Blackstone Property Partners L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2022-09-06,Brett Newman,Of the General Partner of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1623650/000162365022000002/primary_doc.xml
0001623650,Blackstone Property Partners L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2022-09-06,Michael Lascher,Of the General Partner of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1623650/000162365022000002/primary_doc.xml
0001623650,Blackstone Property Partners L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2022-09-06,Nentcho Nentchev,Of the General Partner of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1623650/000162365022000002/primary_doc.xml
0001623650,Blackstone Property Partners L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2022-09-06,Chris Striano,Of the General Partner of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1623650/000162365022000002/primary_doc.xml
0001623650,Blackstone Property Partners L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2022-09-06,Frank Barbara,Of the General Partner of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1623650/000162365022000002/primary_doc.xml
0001623650,Blackstone Property Partners L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2022-09-06,Joseph Rocco,Of the General Partner of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1623650/000162365022000002/primary_doc.xml
0001623650,Blackstone Property Partners L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2022-09-06,Leon Volchyok,Of the General Partner of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1623650/000162365022000002/primary_doc.xml
0001623650,Blackstone Property Partners L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2022-05-03,Blackstone Property Associates L.P.,"The General Partner of the Issuer (the ""GP"").",https://www.sec.gov/Archives/edgar/data/1623650/000162365022000001/primary_doc.xml
0001623650,Blackstone Property Partners L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2022-05-03,Blackstone Property Associates L.L.C.,The General Partner of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1623650/000162365022000001/primary_doc.xml
0001623650,Blackstone Property Partners L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2022-05-03,A.J. Agarwal,Of the General Partner of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1623650/000162365022000001/primary_doc.xml
0001623650,Blackstone Property Partners L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2022-05-03,Kenneth Caplan,Of the General Partner of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1623650/000162365022000001/primary_doc.xml
0001623650,Blackstone Property Partners L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2022-05-03,Frank Cohen,Of the General Partner of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1623650/000162365022000001/primary_doc.xml
0001623650,Blackstone Property Partners L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2022-05-03,Giovanni Cutaia,Of the General Partner of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1623650/000162365022000001/primary_doc.xml
0001623650,Blackstone Property Partners L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2022-05-03,Kathleen McCarthy,Of the General Partner of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1623650/000162365022000001/primary_doc.xml
0001623650,Blackstone Property Partners L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2022-05-03,William Stein,Of the General Partner of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1623650/000162365022000001/primary_doc.xml
0001623650,Blackstone Property Partners L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2022-05-03,Anthony Beovich,Of the General Partner of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1623650/000162365022000001/primary_doc.xml
0001623650,Blackstone Property Partners L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2022-05-03,Wesley LePatner,Of the General Partner of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1623650/000162365022000001/primary_doc.xml
0001623650,Blackstone Property Partners L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2022-05-03,Paul Quinlan,Of the General Partner of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1623650/000162365022000001/primary_doc.xml
0001623650,Blackstone Property Partners L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2022-05-03,Madeleine Russo,Of the General Partner of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1623650/000162365022000001/primary_doc.xml
0001623650,Blackstone Property Partners L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2022-05-03,Robert Harper,Of the General Partner of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1623650/000162365022000001/primary_doc.xml
0001623650,Blackstone Property Partners L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2022-05-03,Tyler Henritze,Of the General Partner of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1623650/000162365022000001/primary_doc.xml
0001623650,Blackstone Property Partners L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2022-05-03,Nadeem Meghji,Of the General Partner of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1623650/000162365022000001/primary_doc.xml
0001623650,Blackstone Property Partners L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2022-05-03,Brett Newman,Of the General Partner of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1623650/000162365022000001/primary_doc.xml
0001623650,Blackstone Property Partners L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2022-05-03,Michael Lascher,Of the General Partner of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1623650/000162365022000001/primary_doc.xml
0001623650,Blackstone Property Partners L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2022-05-03,Nentcho Nentchev,Of the General Partner of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1623650/000162365022000001/primary_doc.xml
0001623650,Blackstone Property Partners L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2022-05-03,Chris Striano,Of the General Partner of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1623650/000162365022000001/primary_doc.xml
0001623650,Blackstone Property Partners L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2022-05-03,Frank Barbara,Of the General Partner of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1623650/000162365022000001/primary_doc.xml
0001623650,Blackstone Property Partners L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2022-05-03,Joseph Rocco,Of the General Partner of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1623650/000162365022000001/primary_doc.xml
0001623650,Blackstone Property Partners L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2022-05-03,Leon Volchyok,Of the General Partner of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1623650/000162365022000001/primary_doc.xml
0001623650,Blackstone Property Partners L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2021-04-16,Blackstone Property Associates L.P.,"The General Partner of the Issuer (the ""GP"").",https://www.sec.gov/Archives/edgar/data/1623650/000162365021000001/primary_doc.xml
0001623650,Blackstone Property Partners L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2021-04-16,Blackstone Property Associates L.L.C.,The General Partner of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1623650/000162365021000001/primary_doc.xml
0001623650,Blackstone Property Partners L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2021-04-16,A.J. Agarwal,Of the General Partner of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1623650/000162365021000001/primary_doc.xml
0001623650,Blackstone Property Partners L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2021-04-16,Kenneth Caplan,Of the General Partner of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1623650/000162365021000001/primary_doc.xml
